SCHUL_RDNMA,SCHUL_FOND_TYP_CODE,FOAS_MEMRD,DGHT_SC_CODE,FOND_SC_CODE,USER_TELNO_SW,LTTUD,ZIP_CODE,SCHUL_KND_SC_CODE,LGTUD,SCHUL_RDNZC,DTLAD_BRKDN,USER_TELNO,ADRCD_NM,COEDU_SC_CODE,PERC_FAXNO,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,USER_TELNO_GA,HMPG_ADRES,ADRES_BRKDN,CLOSE_YN,SCHUL_CODE,FOND_YMD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,ADRCD_CD,ADRCD_ID,SCHUL_RDNDA,ABSCH_YN,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE,ABSCH_YMD,MAISC_CODE,학교급코드,HS_KND_SC_NM
서울특별시 관악구 난곡로35길 102,단설,19710422.0,주간,공립,,37.4691295565,151881,2,126.916343592,08858 ,711-136.,02-855-2131,서울특별시 관악구,남녀공학,02-855-2135,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,,http://nangok.sen.es.kr,서울특별시 관악구 신림동,N,S010001579,19710422.0,B100000001,1,1162010200.0,1162010200,"(신림동, 난곡초등학교)",N,N,서울난곡초등학교,,,,,2,
서울특별시 관악구 난우길 40,단설,19761203.0,주간,공립,070-7874-1205,37.477123,08850 ,2,126.917524,08850 ,589-1.,07078741206,서울특별시 관악구,남녀공학,028526221,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,070-7874-1280,http://nanwoo.sen.es.kr,서울특별시 관악구 신림동,N,S010001580,19761203.0,B100000001,1,1162010200.0,1162010200,"(신림동,난우초등학교)",N,N,서울난우초등학교,,,,,2,
서울특별시 관악구 난향길 9,단설,19810406.0,주간,공립,02-839-0291,37.4624143,151885,2,126.9180741,08859,672.,02-839-0291,서울특별시 관악구,남녀공학,02-869-9317,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-839-0294,http://nanhyang.sen.es.kr,서울 관악구 신림7동,N,S010001581,19810406.0,B100000001,1,1162010200.0,1162010200,"(신림동,난향초등학교)",N,N,서울난향초등학교,초,2.0,,,2,
서울특별시 관악구 남부순환로163길 14,단설,19851008.0,주간,공립,02-857-5032,37.4851210569,151870,2,126.9221826433,08763 ,467.,02-857-5032,서울특별시 관악구,남녀공학,02-859-5857,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-857-5031,http://seoulnambu.sen.es.kr,서울특별시 관악구 신사동,N,S010001582,19851008.0,B100000001,1,1162010200.0,1162010200,", 서울남부초등학교 (신림동)",N,N,서울남부초등학교,초,2.0,,,2,
서울특별시 동작구 동작대로13길 22,단설,19790927.0,주간,공립,02-522-0333,37.482523,156824,2,126.978839,07014 ,1011-1.,02-522-0333,서울특별시 동작구,남녀공학,02-588-7226,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-583-2274,http://namsa.sen.es.kr,서울 동작구 사당1동,N,S010001583,19790927.0,B100000001,1,1159010700.0,1159010700,(사당동),N,N,서울남사초등학교,초,2.0,,,2,
서울특별시 동작구 사당로23길 57-14,병설,19671205.0,주간,공립,02-595-5471,37.4845963277,156820,2,126.9754872048,07005,324-20 (학수길 51-2).,02-595-5471,서울특별시 동작구,남녀공학,02-536-2693,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-536-2691,http://namsung.sen.es.kr,서울특별시 동작구 사당3동,N,S010001584,19670915.0,B100000001,1,1159010700.0,1159010700,"(사당동, 서울남성초등학교)",N,N,서울남성초등학교,초,2.0,,,2,
서울특별시 동작구 장승배기로 160,단설,19481010.0,주간,공립,02-815-1274,37.5117511917,156051,2,126.9408222377,06924,238.,02-815-1274,서울특별시 동작구,남녀공학,02-821-3298,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-814-2489,http://noryangjin.sen.es.kr,서울특별시 동작구 노량진1동,N,S010001585,19480320.0,B100000001,1,1159010100.0,1159010100,(노량진동),N,N,서울노량진초등학교,초,2.0,,,2,
서울특별시 관악구 보라매로2길 23,단설,19740910.0,주간,공립,02-872-4683,37.4901,151821,2,126.92991,08711 ,692-8.,02-872-4683,서울특별시 관악구,남녀공학,02-872-4685,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-872-4686,http://danggok.sen.es.kr,서울특별시 관악구 봉천동,N,S010001586,19740910.0,B100000001,1,1162010100.0,1162010100,", 23 (봉천동,당곡초등학교)",N,N,서울당곡초등학교,,,,,2,
서울특별시 동작구 대방동1길 22,단설,19740402.0,주간,공립,02-822-1984,37.500823,156810,2,126.925235,06954 ,391-62.,02-822-1984,서울특별시 동작구,남녀공학,02-822-1987,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-815-6308,http://seouldaelim.sen.es.kr,서울 동작구 대방동,N,S010001587,19730801.0,B100000001,1,1159010800.0,1159010800,(대방동),N,N,서울대림초등학교,초,2.0,,,2,
서울특별시 동작구 동작대로29길 214,단설,19830406.0,주간,공립,02-537-1773,37.4941147813,156090,2,126.9765108674,06992 ,산9-1.,02-537-1773,서울특별시 동작구,남녀공학,02-594-5569,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-537-1072,http://dongjak.sen.es.kr,서울특별시 동작구 사당동,N,S010001588,19820707.0,B100000001,1,1159010700.0,1159010700,", 서울동작초등학교 (사당동)",N,N,서울동작초등학교,초,2.0,,,2,
서울특별시 동작구 신대방2길 14,단설,19460406.0,주간,공립,02-836-2031,37.4889831201,156853,2,126.9148424622,07066,640.,02-836-2031,서울특별시 동작구,남녀공학,02-843-7951,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-836-2033,http://munchang.sen.es.kr,서울특별시 동작구 신대방1동,N,S010001589,19460406.0,B100000001,1,1159010900.0,1159010900,"(신대방동,서울문창초등학교)",N,N,서울문창초등학교,초,2.0,,,2,
서울특별시 관악구 문성로 79,단설,19800417.0,주간,공립,02-839-8302,37.4781377,151857,2,126.9126553,08770 ,768-23 (문성1길 41-1).,02-839-8302,서울특별시 관악구,남녀공학,02-839-8307,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-839-8306,http://misung.sen.es.kr,서울특별시 관악구 미성동 767~770,N,S010001590,19800417.0,B100000001,1,1162010200.0,1162010200,", 서울미성초등학교 (신림동)",N,N,서울미성초등학교,초,2.0,,,2,
서울특별시 동작구 노량진로26길 16-40,단설,19481030.0,주간,공립,02-815-1044,37.5099261605,156060,2,126.9538533264,06907 ,50-8.,02-815-1044,서울특별시 동작구,남녀공학,02-826-4576,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-813-0408,http://bondong.sen.es.kr,서울특별시 동작구 노량진동,N,S010001591,19480825.0,B100000001,1,1159010100.0,1159010100,", 서울본동초등학교 (본동)",N,N,서울본동초등학교,,,,,2,
서울특별시 관악구 행운1라길 17,단설,19670915.0,주간,공립,02-888-3927,37.482891,151809,2,126.957922,08736,28-6.,02-888-3927,서울특별시 관악구,남녀공학,02-877-6642,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-887-8573,http://bongcheon.sen.es.kr,서울특별시 관악구 행운동,N,S010001592,19670915.0,B100000001,1,1162010100.0,1162010100,", 서울봉천초등학교 (봉천동,봉천초등학교)",N,N,서울봉천초등학교,초,2.0,,,2,
서울특별시 관악구 남현4길 51,단설,19720713.0,주간,공립,025224180,37.4738378145,151802,2,126.9733518093,08804,1080-1.,02-522-4180,서울특별시 관악구,남녀공학,02-522-0857,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,,http://sadang.sen.es.kr,서울특별시 관악구 남현동,N,S010001593,19720713.0,B100000001,1,1162010300.0,1162010300,", 서울사당초등학교 (남현동)",N,N,서울사당초등학교,초,2.0,,,2,
서울특별시 관악구 대학7길 52,단설,19721023.0,주간,공립,02-877-9144,37.468287,151019,2,126.941004,08816 ,233-1.,02-877-9144,서울특별시 관악구,남녀공학,02-872-1137,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-877-9329,http://samseong.sen.es.kr,서울특별시 관악구 신림9동,N,S010001594,19720803.0,B100000001,1,1162010200.0,1162010200,", 삼성초등학교 (신림동)",N,N,서울삼성초등학교,초,2.0,,,2,
서울특별시 동작구 성대로21길 62,단설,19670311.0,주간,공립,02-823-2168,37.5003462392,156840,2,126.9372711624,06961 ,238-2 (도화3길 15 ).,02-823-2168,서울특별시 동작구,남녀공학,02-823-0247,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-822-0078,http://seoulsangdo.sen.es.kr,서울특별시 동작구 상도4동,N,S010001595,19660206.0,B100000001,1,1159010200.0,1159010200,"(상도동,상도초등학교)",N,N,서울상도초등학교,초,2.0,,,2,
서울특별시 동작구 알마타길 16,단설,19640312.0,주간,공립,02-815-3741,37.5100779624,156808,2,126.9262918534,06941,351-6.,02-815-6417,서울특별시 동작구,남녀공학,02-813-8889,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-813-0475,http://singil.sen.es.kr,서울 동작구 대방동,N,S010001596,19640312.0,B100000001,1,1159010800.0,1159010800,(대방동),N,N,서울신길초등학교,초,2.0,,,2,
서울특별시 동작구 사당로 146,단설,19750311.0,주간,공립,02-521-6268,37.489023,156095,2,126.965034,07030,199-1.,02-521-6268,서울특별시 동작구,남녀공학,02-584-5755,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-584-7130,http://shinnamsung.sen.es.kr,서울특별시 동작구 사당5동,N,S010001597,19750311.0,B100000001,1,1159010700.0,1159010700,(사당동),N,N,서울신남성초등학교,초,2.0,,,2,
서울특별시 관악구 문성로28길 31,단설,19700525.0,주간,공립,02-856-3127,37.4773,151868,2,126.92726,08842 ,418-1.,02-856-3127,서울특별시 관악구,남녀공학,02-858-6485,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-856-3753,http://sillim.sen.es.kr,서울 관악구 신림1동,N,S010001598,19700525.0,B100000001,1,1162010200.0,1162010200,", 서울신림초등학교 (신림동)",N,N,서울신림초등학교,초,2.0,,,2,
서울특별시 관악구 양녕로6나길 1,단설,19811104.0,주간,공립,02-871-9616,37.4855755365,151823,2,126.9493908208,08747 ,458.,02-871-9616,서울특별시 관악구,남녀공학,02-872-2824,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-871-9615,http://sinbong.sen.es.kr,서울특별시 관악구 봉천동,N,S010001599,19810713.0,B100000001,1,1162010100.0,1162010100,(봉천동),N,N,서울신봉초등학교,,,,,2,
서울특별시 동작구 장승배기로 14,단설,19820412.0,주간,공립,,37.500323,156837,2,126.943968,06967,65.,02-822-6953,서울특별시 동작구,남녀공학,02-815-6647,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,,http://shinsangdo.sen.es.kr,서울특별시 동작구 상도동,N,S010001600,19810909.0,B100000001,1,1159010200.0,1159010200,"(상도동,서울신상도초등학교)",N,N,서울신상도초등학교,,,,,2,
서울특별시 관악구 신림로 114,단설,19821011.0,주간,공립,02-875-7611,37.47156,      ,2,126.936951,08839 ,.,02-875-7611,서울특별시 관악구,남녀공학,02-875-7615,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-875-7614,http://sss.sen.es.kr,,N,S010001601,19820707.0,B100000001,1,1162010200.0,1162010200,", 서울신성초등학교 (신림동)",N,N,서울신성초등학교,초,2.0,,,2,
서울특별시 관악구 호암로 498,단설,19780406.0,주간,공립,02-874-9812,37.4632653184,151015,2,126.9325366299,08823,315.,02-874-9812,서울특별시 관악구,남녀공학,02-874-9817,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-874-9816,http://seoulsinwoo.sen.es.kr,서울특별시 관악구 신림동,N,S010001602,19770901.0,B100000001,1,1162010200.0,1162010200,", 신우초등학교 (신림동)",N,N,서울신우초등학교,초,2.0,        ,,2,
서울특별시 동작구 만양로12가길 69,단설,19671127.0,주간,공립,028154371,37.5111709262,156813,2,126.9484732167,06915 ,441-11.,02-815-4371,서울특별시 동작구,남녀공학,02-814-6691,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,028171892,http://yeongbon.sen.es.kr,서울특별시 동작구 본동,N,S010001603,19671127.0,B100000001,1,1159010400.0,1159010400,", 서울영본초등학교 (본동)",N,N,서울영본초등학교,,,,,2,
서울특별시 동작구 등용로8길 3,단설,19620903.0,주간,공립,02-824-6051,37.5089070338,156807,2,126.9329751321,06933 ,44-3.,02-824-6051,서울특별시 동작구,남녀공학,02-824-6155,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-824-6053,http://younghwa.sen.es.kr,서울특별시 동작구 대방동 1~100,N,S010001604,19620903.0,B100000001,1,1159010800.0,1159010800,", 서울영화초등학교 (대방동)",N,N,서울영화초등학교,초,2.0,,,2,
서울특별시 관악구 봉천로 505,단설,19730627.0,주간,공립,02-877-4940,37.4812786624,151050,2,126.9562497617,08739 ,1669-1.,02-877-4940,서울특별시 관악구,남녀공학,02-872-1778,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-877-5024,http://wondang.sen.es.kr,서울특별시 관악구 봉천동,N,S010001605,19721209.0,B100000001,1,1162010100.0,1162010100,(봉천동),N,N,서울원당초등학교,,,,,2,
서울특별시 관악구 광신길 177,단설,20021022.0,주간,공립,02-888-1813,37.467291,151861,2,126.927331,08846 ,336.,02-888-1813,서울특별시 관악구,남녀공학,02-888-1824,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-888-1814,http://wonshin.sen.es.kr,서울특별시 관악구 신림동,N,S010001606,20020710.0,B100000001,1,1162010200.0,1162010200,", 원신초등학교 (신림동)",N,N,서울원신초등학교,,,,,2,
서울특별시 동작구 서달로 115,단설,19081101.0,주간,공립,02-824-0309,37.503762,156070,2,126.960738,06973,245.,02-824-0309,서울특별시 동작구,남녀공학,02-813-2463,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-814-0136,http://eunlo.sen.es.kr,서울특별시 동작구 흑석동,N,S010001607,19081101.0,B100000001,1,1159010500.0,1159010500,", 서울은로초등학교 (흑석동)",N,N,서울은로초등학교,,,,,2,
서울특별시 관악구 은천로 69,단설,19580401.0,주간,공립,02-883-6321,37.4865852036,151826,2,126.9426783411,08716 ,622.,02-883-6321,서울특별시 관악구,남녀공학,02-883-6280,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-883-6324,http://euncheon.sen.es.kr,서울특별시 관악구 봉천동,N,S010001608,19580401.0,B100000001,1,1162010100.0,1162010100,(봉천동),N,N,서울은천초등학교,,,,,2,
서울특별시 관악구 낙성대로 23,단설,19800402.0,주간,공립,02-872-8101,37.4767532754,151057,2,126.9598656241,08792 ,212-3.,02-872-8101,서울특별시 관악구,남녀공학,02-872-6683,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-872-6683,http://inhun.sen.es.kr,서울특별시 관악구 낙성대동,N,S010001609,19791231.0,B100000001,1,1162010100.0,1162010100,(봉천동),N,N,서울인헌초등학교,초,2.0,,,2,
서울특별시 관악구 관악로5길 61,단설,19851018.0,주간,공립,02-871-5850,37.47672482,151050,2,126.9512825394,08833,390-3.,02-871-5850,서울특별시 관악구,남녀공학,02-871-8386,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-871-5988,http://chungryong.sen.es.kr,서울특별시 관악구 봉천동,N,S010001610,19851018.0,B100000001,1,1162010100.0,1162010100,(봉천동),N,N,서울청룡초등학교,초,2.0,,,2,
서울특별시 동작구 솔밭로 47,병설,19920506.0,주간,공립,02-523-1352,37.483017,156095,2,126.9645288,07031 ,236-4.,02-523-1352,서울특별시 동작구,남녀공학,02-523-1354,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-523-1353,http://hrim.sen.es.kr,서울특별시 동작구 사당5동,N,S010001611,19920506.0,B100000001,1,1159010700.0,1159010700,"(사당동,행림초등학교)",N,N,서울행림초등학교,초,2.0,,,2,
서울특별시 동작구 현충로 87,단설,19680923.0,주간,공립,02-815-3276-2,37.508293804,156070,2,126.9651328752,06904 ,7-1.,02-815-3276,서울특별시 동작구,남녀공학,02-821-1908,서울특별시동작관악교육지원청,서울특별시교육청,B100000304,02-815-3276-1,http://heukseok.sen.es.kr,서울특별시 동작구 흑석동,N,S010001612,19680520.0,B100000001,1,1159010500.0,1159010500,", 서울흑석초등학교 (흑석동)",N,N,서울흑석초등학교,,,,,2,
서울특별시 노원구 한글비석로41가길 24,단설,19831116.0,주간,공립,02-939-0872,37.662197408,139205,2,127.0686766085,01680,447-1.,02-939-0872,서울특별시 노원구,남녀공학,02-938-7803,서울특별시북부교육지원청,서울특별시교육청,B100000315,,http://kyesang.sen.es.kr,서울특별시 노원구 상계동,N,S010001735,19830701.0,B100000001,1,1135010500.0,1135010500,(상계동),N,N,서울계상초등학교,,,,,2,
서울특별시 노원구 동일로173길 12,단설,19790404.0,주간,공립,02-949-0211,37.6186149755,139808,2,127.0746306975,01861 ,610 (공대천 1길).,02-949-0212,서울특별시 노원구,남녀공학,02-948-0211,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-949-0216,http://gongrung.sen.es.kr,서울특별시 노원구 공릉1동,N,S010001736,19790404.0,B100000001,1,1135010300.0,1135010300,"(공릉동,서울공릉초등학교)",N,N,서울공릉초등학교,초,2.0,,,2,
서울특별시 노원구 동일로192가길 16,단설,19821021.0,주간,공립,02-3399-2100,37.627368,139240,2,127.074873,01841,공릉 1길-8.,02-3399-2100,서울특별시 노원구,남녀공학,02-977-4123,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-3399-2199,http://gongyeon.sen.es.kr,서울특별시 노원구 공릉동,N,S010001737,19820707.0,B100000001,1,1135010300.0,1135010300,"(공릉동,서울공연초등학교)",N,N,서울공연초등학교,초,2.0,,,2,
서울특별시 노원구 동일로230나길 32,단설,19730904.0,주간,공립,02-939-1894,37.67323,139837,2,127.05836,01629 ,1014번지.,02-939-1894,서울특별시 노원구,남녀공학,02-938-9884,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-939-1746,http://nowon.sen.es.kr,서울특별시 노원구 상계동,N,S010001738,19720902.0,B100000001,1,1135010500.0,1135010500,"(상계동, 노원초등학교)",N,N,서울노원초등학교,,,,,2,
서울특별시 노원구 동일로 1625,단설,19941110.0,주간,공립,02-951-4394,37.6737551608,,2,127.0549670382,01613,.,02-951-4394,서울특별시 노원구,남녀공학,02-937-4534,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-951-4393,http://noil.sen.es.kr,,N,S010001739,19941110.0,B100000001,1,1135010500.0,1135010500,"(상계동,노일초등학교)",N,N,서울노일초등학교,초,2.0,,,2,
서울특별시 노원구 마들로3길 34,단설,19951004.0,주간,공립,02-977-0670,37.6285073256,139053,2,127.0631173366,01907 ,322-2번지.,02-977-0670,서울특별시 노원구,남녀공학,02-977-0674,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-977-0588,http://nokcheon.sen.es.kr,서울특별시 노원구 월계동,N,S010001740,19950110.0,B100000001,1,1135010200.0,1135010200,", 서울녹천초등학교 (월계동)",N,N,서울녹천초등학교,,,,,2,
서울특별시 도봉구 마들로 859-44,단설,19931111.0,주간,공립,02-955-5162,37.6872327126,132800,2,127.049267504,01318 ,22-19번지 (마들로 859-44).,02-955-5162,서울특별시 도봉구,남녀공학,02-955-5164,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-955-5163,http://nuwon.sen.es.kr,서울특별시 도봉구 도봉2동 16~44,N,S010001741,19930720.0,B100000001,1,1132010800.0,1132010800,(도봉동),N,N,서울누원초등학교,초,2.0,,,2,
서울특별시 노원구 동일로213길 52,단설,19880418.0,주간,공립,02-932-0605,37.6482594353,139200,2,127.0582116869,01764 ,당현1길 26번지.,02-932-0605,서울특별시 노원구,남녀공학,02-933-9005,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-932-0604,http://danghyeon.sen.es.kr,서울특별시 노원구 상계동,N,S010001742,19880209.0,B100000001,1,1135010500.0,1135010500,", 서울당현초등학교 (상계동)",N,N,서울당현초등학교,초,2.0,,,2,
서울특별시 도봉구 도봉로173길 96,단설,19660905.0,주간,공립,02-6011-3120,37.6799604898,132824,2,127.0382892301,01313 ,산75번지 (새주소: 서울특별시 도봉구 무수울2길 66).,02-6011-3120,서울특별시 도봉구,남녀공학,02-955-6413,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-954-2067,http://dobong.sen.es.kr,서울특별시 도봉구 도봉동,N,S010001743,19660628.0,B100000001,1,1132010800.0,1132010800,(도봉동),N,N,서울도봉초등학교,,,,,2,
서울특별시 노원구 한글비석로 566,단설,19890425.0,주간,공립,02-935-8225,37.6648142022,139835,2,127.0541716035,01619 ,887-7(한글비석길 512).,02-935-8225,서울특별시 노원구,남녀공학,02-934-8198,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-935-8224,http://dongil.sen.es.kr/,서울 노원구 상계8동,N,S010001744,19880928.0,B100000001,1,1135010500.0,1135010500,", 동일초등학교 (상계동)",N,N,서울동일초등학교,초,2.0,,,2,
서울특별시 도봉구 도당로9길 34,단설,19821007.0,주간,공립,02-2076-3600,37.664101,132020,2,127.032016,01357 ,302번지.,02-2076-3600,서울특별시 도봉구,남녀공학,02-3492-2226,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-2076-3600,http://banghakcho.sen.es.kr,서울특별시 도봉구 방학동,N,S010001745,19820707.0,B100000001,1,1132010600.0,1132010600,", 방학초등학교 (방학동)",N,N,서울방학초등학교,초,2.0,,,2,
서울특별시 도봉구 삼양로146길 17,단설,19800930.0,주간,공립,993-5727,37.6532035,132885,2,127.0139875,01368,422-1(백운길 11).,02-993-5727,서울특별시 도봉구,남녀공학,02-996-8493,서울특별시북부교육지원청,서울특별시교육청,B100000315,992-5139,http://s-baegun.sen.es.kr,서울특별시 도봉구 쌍문1동,N,S010001746,19800520.0,B100000001,1,1132010500.0,1132010500,(쌍문동),N,N,서울백운초등학교,초,2.0,,,2,
서울특별시 노원구 중계로 178,단설,19931101.0,주간,공립,02-932-5581,37.6507834314,139861,2,127.0806007324,01721 ,366-2.,02-932-5581,서울특별시 노원구,남녀공학,02-932-5584,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-932-5583,http://bulam.sen.es.kr,서울특별시 노원구 중계본동 363~368,N,S010001747,19930901.0,B100000001,1,1135010600.0,1135010600,", 서울불암초등학교 (중계동)",N,N,서울불암초등학교,초,2.0,,,2,
서울특별시 노원구 수락산로 237,단설,19890504.0,주간,공립,070-5012-7906,37.6705527662,01618 ,2,127.0516730525,01618 ,621번지(수락산로 237).,02-937-3147,서울특별시 노원구,남녀공학,02-934-7687,서울특별시북부교육지원청,서울특별시교육청,B100000315,070-5012-7911,http://sanggyeong.sen.es.kr,서울특별시 노원구 상계동,N,S010001748,19890504.0,B100000001,1,1135010500.0,1135010500,"(상계동,상경초등학교)",N,N,서울상경초등학교,,,,,2,
서울특별시 노원구 상계로9길 39,단설,19460911.0,주간,공립,02-939-6811,37.659625456,139818,2,127.0664937451,01685 ,402-1.,02-939-6811,서울특별시 노원구,남녀공학,02-932-5140,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-936-6860,http://sanggye.sen.es.kr,서울특별시 노원구 상계2동,N,S010001749,19460911.0,B100000001,1,1135010500.0,1135010500,", 서울상계초등학교 (상계동)",N,N,서울상계초등학교,초,2.0,,,2,
서울특별시 노원구 노원로38길 34,단설,19890503.0,주간,공립,02-935-9205,37.6629038313,      ,2,127.0620765543,01677 ,.,02-935-9205,서울특별시 노원구,남녀공학,02-938-3950,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-935-9204,http://sanggok.sen.es.kr,,N,S010001750,19880928.0,B100000001,1,1135010500.0,1135010500,", 서울상곡초등학교 (상계동)",N,N,서울상곡초등학교,초,2.0,,,2,
서울특별시 노원구 동일로216길 66,단설,19881008.0,주간,공립,,37.651991,139943,2,127.064846,01755,755번지.,02-932-1442,서울특별시 노원구,남녀공학,02-938-7684,서울특별시북부교육지원청,서울특별시교육청,B100000315,,http://sangsoo.sen.es.kr,서울특별시 노원구 상계7동,N,S010001751,19880209.0,B100000001,1,1135010500.0,1135010500,", 서울상수초등학교 (상계동)",N,N,서울상수초등학교,초,2.0,        ,,2,
서울특별시 노원구 한글비석로54길 119,단설,19890930.0,주간,공립,02-952-7873,37.6671878,139209,2,127.0598254,01672,645번지.,02-938-7974,서울특별시 노원구,남녀공학,02-935-0590,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-938-1157,http://sangwon.sen.es.kr,서울특별시 노원구 상계9동,N,S010001752,19890513.0,B100000001,1,1135010500.0,1135010500,(상계동),N,N,서울상원초등학교,초,2.0,,,2,
서울특별시 노원구 동일로221길 27,단설,19900529.0,주간,공립,,37.65865377,139827,2,127.0569822399,01687 ,697번지 (상월길13 ).,02-939-7368,서울특별시 노원구,남녀공학,02-932-2966,서울특별시북부교육지원청,서울특별시교육청,B100000315,,sw.sen.es.kr,서울 노원구 상계10동,N,S010001753,19900120.0,B100000001,1,1135010500.0,1135010500,(상계동),N,N,서울상월초등학교,초,2.0,,,2,
서울특별시 노원구 덕릉로 443,단설,19890930.0,주간,공립,02-938-0204,37.6462846786,139831,2,127.0578067585,01765 ,768(당고개길 9).,02-938-0204,서울특별시 노원구,남녀공학,02-935-0421,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-938-0205,http://sangcheon.sen.es.kr,서울특별시 노원구 상계동,N,S010001754,19890930.0,B100000001,1,1135010500.0,1135010500,", 서울상천초등학교 (상계동)",N,N,서울상천초등학교,,,,,2,
서울특별시 노원구 광운로2길 1,단설,19750313.0,주간,공립,02-918-6458,37.61841,139846,2,127.05804,01899,446번지(선곡길1).,02-918-6458,서울특별시 노원구,남녀공학,02-911-6347,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-918-2566,http://sungok.sen.es.kr,서울특별시 노원구 월계1동 403~449,N,S010001755,19740901.0,B100000001,1,1135010200.0,1135010200,", 서울선곡초등학교 (월계동)",N,N,서울선곡초등학교,초,2.0,,,2,
서울특별시 노원구 동일로 1745,단설,19830406.0,주간,공립,02-939-0076,37.6845019326,139838,2,127.0551835669,01602 ,1171-2번지.,02-939-0076,서울특별시 노원구,남녀공학,02-951-4920,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-939-0077,http://surak.sen.es.kr,서울 노원구 상계1동,N,S010001756,19830406.0,B100000001,1,1135010500.0,1135010500,"(상계동,서울수락초등학교)",N,N,서울수락초등학교,초,2.0,,,2,
서울특별시 노원구 중계로12길 9,단설,20000607.0,주간,공립,02-3392-4277,37.648425,01725 ,2,127.08154,01725 ,67번지.,02-3392-4277,서울특별시 노원구,남녀공학,02-3392-4128,서울특별시북부교육지원청,서울특별시교육청,B100000315,02-3392-4127,http://suam.sen.es.kr,서울특별시 노원구 중계동,N,S010001757,20000301.0,B100000001,1,1135010600.0,1135010600,"(중계동,수암초등학교)",N,N,서울수암초등학교,,,,,2,
서울특별시 도봉구 노해로 179,단설,19831103.0,주간,공립,,37.6510238921,132878,2,127.0279442781,01380,309-3번지.,02-904-9552,서울특별시 도봉구,남녀공학,02-904-6410,서울특별시북부교육지원청,서울특별시교육청,B100000315,,http://sungmi.sen.es.kr,서울특별시 도봉구 쌍문1동 298~309,N,S010001758,19810610.0,B100000001,1,1132010500.0,1132010500,"(쌍문동,숭미초등학교)",N,N,서울숭미초등학교,초,2.0,,,2,
